model,n_params_B,train_dataset,eval_dataset,n_shots,seed,accuracy,f1_macro,parse_rate,intra_cross
Llama 3 8B,8.0,rte3,gqnli,5,42,0.3944444444444444,0.331547676177679,1.0,Cross
Qwen 2.5 7B,7.0,sick,gqnli,5,123,0.4333333333333333,0.3920308894130884,1.0,Cross
Llama 3 8B,8.0,sick,gqnli,5,42,0.4055555555555555,0.3504638946968174,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,gqnli,5,123,0.4444444444444444,0.3982959762437776,1.0,Intra
Llama 3 8B,8.0,gqnli,gqnli,5,42,0.3277777777777778,0.3266048068852626,1.0,Intra
Qwen 2.5 7B,7.0,fracas-gq,gqnli,5,123,0.4333333333333333,0.371043771043771,1.0,Cross
Llama 3 8B,8.0,fracas-gq,gqnli,5,42,0.3888888888888889,0.3027210884353741,1.0,Cross
Llama 3 8B,8.0,daccord,gqnli,3,999,0.4111111111111111,0.2809093516924842,1.0,Cross
Qwen 2.5 7B,7.0,daccord,gqnli,5,42,0.45,0.4324659964518036,1.0,Cross
Llama 3 8B,8.0,rte3,gqnli,3,999,0.4444444444444444,0.3646700629792557,1.0,Cross
Qwen 2.5 7B,7.0,rte3,gqnli,5,42,0.4055555555555555,0.3747743039616569,1.0,Cross
Qwen 2.5 7B,7.0,sick,gqnli,5,42,0.5,0.4684383978367415,1.0,Cross
Llama 3 8B,8.0,sick,gqnli,3,999,0.4166666666666667,0.3291847041847042,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,gqnli,5,42,0.4611111111111111,0.4439053333209906,1.0,Intra
Llama 3 8B,8.0,gqnli,gqnli,3,999,0.3611111111111111,0.283355553276587,1.0,Intra
Qwen 2.5 7B,7.0,fracas-gq,gqnli,5,42,0.4666666666666667,0.4315330060010911,1.0,Cross
Llama 3 8B,8.0,fracas-gq,gqnli,3,999,0.3555555555555555,0.2602866389274156,1.0,Cross
Qwen 2.5 7B,7.0,daccord,gqnli,3,999,0.4333333333333333,0.3675797167868966,1.0,Cross
Llama 3 8B,8.0,daccord,gqnli,3,123,0.4,0.286772164739298,1.0,Cross
Qwen 2.5 7B,7.0,rte3,gqnli,3,999,0.4333333333333333,0.3867313242313242,1.0,Cross
Llama 3 8B,8.0,rte3,gqnli,3,123,0.3944444444444444,0.3265800865800866,1.0,Cross
Qwen 2.5 7B,7.0,sick,gqnli,3,999,0.4388888888888889,0.3941871144070095,1.0,Cross
Llama 3 8B,8.0,sick,gqnli,3,123,0.4166666666666667,0.342813555628201,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,gqnli,3,999,0.4944444444444444,0.4709882995093342,1.0,Intra
Llama 3 8B,8.0,gqnli,gqnli,3,123,0.35,0.3084906575065446,1.0,Intra
Qwen 2.5 7B,7.0,fracas-gq,gqnli,3,999,0.4166666666666667,0.353421078576358,1.0,Cross
Llama 3 8B,8.0,fracas-gq,gqnli,3,123,0.3722222222222222,0.2872981910134215,1.0,Cross
Qwen 2.5 7B,7.0,daccord,gqnli,3,123,0.4444444444444444,0.4097285004743569,1.0,Cross
Llama 3 8B,8.0,daccord,gqnli,3,42,0.3611111111111111,0.2700963546930799,1.0,Cross
Qwen 2.5 7B,7.0,rte3,gqnli,3,123,0.4555555555555555,0.4377401465636759,1.0,Cross
Qwen 2.5 7B,7.0,sick,gqnli,3,123,0.4333333333333333,0.3920308894130884,1.0,Cross
Llama 3 8B,8.0,rte3,gqnli,3,42,0.3944444444444444,0.331547676177679,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,gqnli,3,123,0.4444444444444444,0.3982959762437776,1.0,Intra
Llama 3 8B,8.0,sick,gqnli,3,42,0.4055555555555555,0.3504638946968174,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,gqnli,3,123,0.4333333333333333,0.371043771043771,1.0,Cross
Llama 3 8B,8.0,gqnli,gqnli,3,42,0.3277777777777778,0.3266048068852626,1.0,Intra
Qwen 2.5 7B,7.0,daccord,gqnli,3,42,0.4555555555555555,0.4026487406020041,1.0,Cross
Llama 3 8B,8.0,fracas-gq,gqnli,3,42,0.3888888888888889,0.3027210884353741,1.0,Cross
Llama 3 8B,8.0,daccord,gqnli,1,999,0.4222222222222222,0.3395053385592648,1.0,Cross
Qwen 2.5 7B,7.0,rte3,gqnli,3,42,0.4055555555555555,0.3747743039616569,1.0,Cross
Qwen 2.5 7B,7.0,sick,gqnli,3,42,0.5,0.4684383978367415,1.0,Cross
Llama 3 8B,8.0,rte3,gqnli,1,999,0.3722222222222222,0.3040904103576914,1.0,Cross
Llama 3 8B,8.0,sick,gqnli,1,999,0.4,0.2903805496828752,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,gqnli,3,42,0.4611111111111111,0.4439053333209906,1.0,Intra
Qwen 2.5 7B,7.0,fracas-gq,gqnli,3,42,0.4666666666666667,0.4315330060010911,1.0,Cross
Llama 3 8B,8.0,gqnli,gqnli,1,999,0.3611111111111111,0.3312106265991616,1.0,Intra
Qwen 2.5 7B,7.0,daccord,gqnli,1,999,0.3777777777777777,0.321043679264896,1.0,Cross
Llama 3 8B,8.0,fracas-gq,gqnli,1,999,0.3777777777777777,0.3791126594064171,1.0,Cross
Qwen 2.5 7B,7.0,rte3,gqnli,1,999,0.3833333333333333,0.3359138212570983,1.0,Cross
Llama 3 8B,8.0,daccord,gqnli,1,123,0.3722222222222222,0.3256339791978293,1.0,Cross
Qwen 2.5 7B,7.0,sick,gqnli,1,999,0.4444444444444444,0.4078553914790848,1.0,Cross
Llama 3 8B,8.0,rte3,gqnli,1,123,0.3777777777777777,0.2890514696444615,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,gqnli,1,999,0.4611111111111111,0.428411427375158,1.0,Intra
Llama 3 8B,8.0,sick,gqnli,1,123,0.3555555555555555,0.2834425000814677,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,gqnli,1,999,0.3888888888888889,0.3700354232006739,1.0,Cross
Llama 3 8B,8.0,gqnli,gqnli,1,123,0.3388888888888889,0.2356589147286821,1.0,Intra
Qwen 2.5 7B,7.0,daccord,gqnli,1,123,0.4222222222222222,0.385793885256191,1.0,Cross
Llama 3 8B,8.0,fracas-gq,gqnli,1,123,0.35,0.2706220783890687,1.0,Cross
Qwen 2.5 7B,7.0,rte3,gqnli,1,123,0.4166666666666667,0.3709018950153928,1.0,Cross
Llama 3 8B,8.0,daccord,gqnli,1,42,0.4055555555555555,0.3216089466089466,1.0,Cross
Qwen 2.5 7B,7.0,sick,gqnli,1,123,0.4611111111111111,0.4249209222386776,1.0,Cross
Llama 3 8B,8.0,rte3,gqnli,1,42,0.4222222222222222,0.357695956562009,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,gqnli,1,123,0.4222222222222222,0.396458605903041,1.0,Intra
Llama 3 8B,8.0,sick,gqnli,1,42,0.4055555555555555,0.3734518566314551,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,gqnli,1,123,0.3888888888888889,0.315718763994626,1.0,Cross
Llama 3 8B,8.0,gqnli,gqnli,1,42,0.4333333333333333,0.4089664014919719,1.0,Intra
Qwen 2.5 7B,7.0,daccord,gqnli,1,42,0.4222222222222222,0.3506758764111705,1.0,Cross
Llama 3 8B,8.0,fracas-gq,gqnli,1,42,0.3611111111111111,0.2986317684040021,1.0,Cross
Qwen 2.5 7B,7.0,rte3,gqnli,1,42,0.4111111111111111,0.3569589998161426,1.0,Cross
Qwen 2.5 7B,7.0,sick,gqnli,1,42,0.3888888888888889,0.3292126071945651,1.0,Cross
Llama 3 8B,8.0,daccord,gqnli,0,999,0.4277777777777777,0.3669841269841269,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,gqnli,1,42,0.4277777777777777,0.3927364089546639,1.0,Intra
Llama 3 8B,8.0,rte3,gqnli,0,999,0.4277777777777777,0.3669841269841269,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,gqnli,1,42,0.4388888888888889,0.3904116433148691,1.0,Cross
Llama 3 8B,8.0,sick,gqnli,0,999,0.4277777777777777,0.3669841269841269,1.0,Cross
Qwen 2.5 7B,7.0,daccord,gqnli,0,999,0.4777777777777778,0.4529427281140303,1.0,Cross
Llama 3 8B,8.0,gqnli,gqnli,0,999,0.4277777777777777,0.3669841269841269,1.0,Intra
Qwen 2.5 7B,7.0,rte3,gqnli,0,999,0.4777777777777778,0.4529427281140303,1.0,Cross
Llama 3 8B,8.0,fracas-gq,gqnli,0,999,0.4277777777777777,0.3669841269841269,1.0,Cross
Qwen 2.5 7B,7.0,sick,gqnli,0,999,0.4777777777777778,0.4529427281140303,1.0,Cross
Llama 3 8B,8.0,daccord,gqnli,0,123,0.4277777777777777,0.3669841269841269,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,gqnli,0,999,0.4777777777777778,0.4529427281140303,1.0,Intra
Llama 3 8B,8.0,rte3,gqnli,0,123,0.4277777777777777,0.3669841269841269,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,gqnli,0,999,0.4777777777777778,0.4529427281140303,1.0,Cross
Llama 3 8B,8.0,sick,gqnli,0,123,0.4277777777777777,0.3669841269841269,1.0,Cross
Qwen 2.5 7B,7.0,daccord,gqnli,0,123,0.4777777777777778,0.4529427281140303,1.0,Cross
Qwen 2.5 7B,7.0,rte3,gqnli,0,123,0.4777777777777778,0.4529427281140303,1.0,Cross
Llama 3 8B,8.0,gqnli,gqnli,0,123,0.4277777777777777,0.3669841269841269,1.0,Intra
Qwen 2.5 7B,7.0,sick,gqnli,0,123,0.4777777777777778,0.4529427281140303,1.0,Cross
Llama 3 8B,8.0,fracas-gq,gqnli,0,123,0.4277777777777777,0.3669841269841269,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,gqnli,0,123,0.4777777777777778,0.4529427281140303,1.0,Intra
Llama 3 8B,8.0,daccord,gqnli,0,42,0.4277777777777777,0.3669841269841269,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,gqnli,0,123,0.4777777777777778,0.4529427281140303,1.0,Cross
Llama 3 8B,8.0,rte3,gqnli,0,42,0.4277777777777777,0.3669841269841269,1.0,Cross
Qwen 2.5 7B,7.0,daccord,gqnli,0,42,0.4777777777777778,0.4529427281140303,1.0,Cross
Llama 3 8B,8.0,sick,gqnli,0,42,0.4277777777777777,0.3669841269841269,1.0,Cross
Qwen 2.5 7B,7.0,rte3,gqnli,0,42,0.4777777777777778,0.4529427281140303,1.0,Cross
Llama 3 8B,8.0,gqnli,gqnli,0,42,0.4277777777777777,0.3669841269841269,1.0,Intra
Qwen 2.5 7B,7.0,sick,gqnli,0,42,0.4777777777777778,0.4529427281140303,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,gqnli,0,42,0.4777777777777778,0.4529427281140303,1.0,Intra
Llama 3 8B,8.0,fracas-gq,gqnli,0,42,0.4277777777777777,0.3669841269841269,1.0,Cross
Llama 3 8B,8.0,daccord,fracas-gq,10,999,0.7333333333333333,0.5016835016835017,1.0,Cross
Llama 3 8B,8.0,rte3,fracas-gq,10,999,0.6666666666666666,0.457516339869281,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,gqnli,0,42,0.4777777777777778,0.4529427281140303,1.0,Cross
Llama 3 8B,8.0,sick,fracas-gq,10,999,0.5333333333333333,0.3621794871794872,1.0,Cross
Qwen 2.5 7B,7.0,daccord,fracas-gq,10,999,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,gqnli,fracas-gq,10,999,0.5333333333333333,0.3682539682539683,1.0,Cross
Qwen 2.5 7B,7.0,rte3,fracas-gq,10,999,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,fracas-gq,fracas-gq,10,999,0.6666666666666666,0.4603174603174603,1.0,Intra
Qwen 2.5 7B,7.0,sick,fracas-gq,10,999,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,daccord,fracas-gq,10,123,0.7333333333333333,0.5016835016835017,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,fracas-gq,10,999,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,rte3,fracas-gq,10,123,0.7333333333333333,0.5016835016835017,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,fracas-gq,10,999,0.8,0.8502673796791443,1.0,Intra
Llama 3 8B,8.0,sick,fracas-gq,10,123,0.5333333333333333,0.3682539682539683,1.0,Cross
Qwen 2.5 7B,7.0,daccord,fracas-gq,10,123,0.7333333333333333,0.7146464646464646,1.0,Cross
Llama 3 8B,8.0,gqnli,fracas-gq,10,123,0.6,0.4019607843137256,1.0,Cross
Llama 3 8B,8.0,fracas-gq,fracas-gq,10,123,0.5333333333333333,0.3627450980392158,1.0,Intra
Qwen 2.5 7B,7.0,rte3,fracas-gq,10,123,0.8,0.8502673796791443,1.0,Cross
Qwen 2.5 7B,7.0,sick,fracas-gq,10,123,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,daccord,fracas-gq,10,42,0.7333333333333333,0.5016835016835017,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,fracas-gq,10,123,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,rte3,fracas-gq,10,42,0.7333333333333333,0.8055555555555555,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,fracas-gq,10,123,0.6666666666666666,0.750445632798574,1.0,Intra
Llama 3 8B,8.0,sick,fracas-gq,10,42,0.6,0.4126984126984127,1.0,Cross
Qwen 2.5 7B,7.0,daccord,fracas-gq,10,42,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,gqnli,fracas-gq,10,42,0.5333333333333333,0.3682539682539683,1.0,Cross
Qwen 2.5 7B,7.0,rte3,fracas-gq,10,42,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,fracas-gq,fracas-gq,10,42,0.7333333333333333,0.5277777777777778,1.0,Intra
Qwen 2.5 7B,7.0,sick,fracas-gq,10,42,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,daccord,fracas-gq,5,999,0.7333333333333333,0.5016835016835017,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,fracas-gq,10,42,0.7333333333333333,0.7146464646464646,1.0,Cross
Llama 3 8B,8.0,rte3,fracas-gq,5,999,0.6,0.4126984126984127,1.0,Cross
Llama 3 8B,8.0,sick,fracas-gq,5,999,0.5333333333333333,0.3682539682539683,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,fracas-gq,10,42,0.7333333333333333,0.7925925925925926,1.0,Intra
Llama 3 8B,8.0,gqnli,fracas-gq,5,999,0.7333333333333333,0.5016835016835017,1.0,Cross
Qwen 2.5 7B,7.0,daccord,fracas-gq,5,999,0.7333333333333333,0.5016835016835017,1.0,Cross
Llama 3 8B,8.0,fracas-gq,fracas-gq,5,999,0.6666666666666666,0.4777183600713013,1.0,Intra
Qwen 2.5 7B,7.0,rte3,fracas-gq,5,999,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,daccord,fracas-gq,5,123,0.6666666666666666,0.457516339869281,1.0,Cross
Qwen 2.5 7B,7.0,sick,fracas-gq,5,999,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,rte3,fracas-gq,5,123,0.5333333333333333,0.3621794871794872,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,fracas-gq,5,999,0.7333333333333333,0.8055555555555555,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,fracas-gq,5,999,0.7333333333333333,0.8055555555555555,1.0,Intra
Llama 3 8B,8.0,sick,fracas-gq,5,123,0.4666666666666667,0.3206349206349206,1.0,Cross
Llama 3 8B,8.0,gqnli,fracas-gq,5,123,0.5333333333333333,0.3682539682539683,1.0,Cross
Qwen 2.5 7B,7.0,daccord,fracas-gq,5,123,0.8,0.8502673796791443,1.0,Cross
Qwen 2.5 7B,7.0,rte3,fracas-gq,5,123,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,fracas-gq,fracas-gq,5,123,0.6,0.4134615384615385,1.0,Intra
Qwen 2.5 7B,7.0,sick,fracas-gq,5,123,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,daccord,fracas-gq,5,42,0.7333333333333333,0.5016835016835017,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,fracas-gq,5,123,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,rte3,fracas-gq,5,42,0.6666666666666666,0.457516339869281,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,fracas-gq,5,123,0.6666666666666666,0.750445632798574,1.0,Intra
Llama 3 8B,8.0,sick,fracas-gq,5,42,0.4666666666666667,0.3206349206349206,1.0,Cross
Qwen 2.5 7B,7.0,daccord,fracas-gq,5,42,0.7333333333333333,0.7146464646464646,1.0,Cross
Llama 3 8B,8.0,gqnli,fracas-gq,5,42,0.6666666666666666,0.7606837606837606,1.0,Cross
Qwen 2.5 7B,7.0,rte3,fracas-gq,5,42,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,fracas-gq,fracas-gq,5,42,0.6,0.404040404040404,1.0,Intra
Qwen 2.5 7B,7.0,sick,fracas-gq,5,42,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,daccord,fracas-gq,3,999,0.7333333333333333,0.5016835016835017,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,fracas-gq,5,42,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,rte3,fracas-gq,3,999,0.6,0.4126984126984127,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,fracas-gq,5,42,0.8,0.8502673796791443,1.0,Intra
Qwen 2.5 7B,7.0,daccord,fracas-gq,3,999,0.7333333333333333,0.5016835016835017,1.0,Cross
Llama 3 8B,8.0,sick,fracas-gq,3,999,0.5333333333333333,0.3682539682539683,1.0,Cross
Qwen 2.5 7B,7.0,rte3,fracas-gq,3,999,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,gqnli,fracas-gq,3,999,0.7333333333333333,0.5016835016835017,1.0,Cross
Qwen 2.5 7B,7.0,sick,fracas-gq,3,999,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,fracas-gq,fracas-gq,3,999,0.6666666666666666,0.4777183600713013,1.0,Intra
Qwen 2.5 7B,7.0,gqnli,fracas-gq,3,999,0.7333333333333333,0.8055555555555555,1.0,Cross
Llama 3 8B,8.0,daccord,fracas-gq,3,123,0.7333333333333333,0.5016835016835017,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,fracas-gq,3,999,0.7333333333333333,0.8055555555555555,1.0,Intra
Llama 3 8B,8.0,rte3,fracas-gq,3,123,0.5333333333333333,0.3621794871794872,1.0,Cross
Qwen 2.5 7B,7.0,daccord,fracas-gq,3,123,0.7333333333333333,0.5016835016835017,1.0,Cross
Llama 3 8B,8.0,sick,fracas-gq,3,123,0.4666666666666667,0.3206349206349206,1.0,Cross
Qwen 2.5 7B,7.0,rte3,fracas-gq,3,123,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,gqnli,fracas-gq,3,123,0.5333333333333333,0.3682539682539683,1.0,Cross
Qwen 2.5 7B,7.0,sick,fracas-gq,3,123,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,fracas-gq,fracas-gq,3,123,0.6,0.4134615384615385,1.0,Intra
Qwen 2.5 7B,7.0,gqnli,fracas-gq,3,123,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,daccord,fracas-gq,3,42,0.7333333333333333,0.5016835016835017,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,fracas-gq,3,123,0.6666666666666666,0.750445632798574,1.0,Intra
Llama 3 8B,8.0,rte3,fracas-gq,3,42,0.6666666666666666,0.457516339869281,1.0,Cross
Qwen 2.5 7B,7.0,daccord,fracas-gq,3,42,0.7333333333333333,0.8055555555555555,1.0,Cross
Llama 3 8B,8.0,sick,fracas-gq,3,42,0.4666666666666667,0.3206349206349206,1.0,Cross
Qwen 2.5 7B,7.0,rte3,fracas-gq,3,42,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,gqnli,fracas-gq,3,42,0.6666666666666666,0.7606837606837606,1.0,Cross
Qwen 2.5 7B,7.0,sick,fracas-gq,3,42,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,fracas-gq,fracas-gq,3,42,0.6,0.404040404040404,1.0,Intra
Qwen 2.5 7B,7.0,gqnli,fracas-gq,3,42,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,daccord,fracas-gq,1,999,0.6,0.4134615384615385,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,fracas-gq,3,42,0.8,0.8502673796791443,1.0,Intra
Llama 3 8B,8.0,rte3,fracas-gq,1,999,0.7333333333333333,0.5016835016835017,1.0,Cross
Qwen 2.5 7B,7.0,daccord,fracas-gq,1,999,0.8,0.8502673796791443,1.0,Cross
Qwen 2.5 7B,7.0,rte3,fracas-gq,1,999,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,sick,fracas-gq,1,999,0.6,0.4134615384615385,1.0,Cross
Qwen 2.5 7B,7.0,sick,fracas-gq,1,999,0.7333333333333333,0.8055555555555555,1.0,Cross
Llama 3 8B,8.0,gqnli,fracas-gq,1,999,0.6,0.7083333333333334,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,fracas-gq,1,999,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,fracas-gq,fracas-gq,1,999,0.5333333333333333,0.4999999999999999,1.0,Intra
Qwen 2.5 7B,7.0,fracas-gq,fracas-gq,1,999,0.7333333333333333,0.6757575757575758,1.0,Intra
Llama 3 8B,8.0,daccord,fracas-gq,1,123,0.6666666666666666,0.750445632798574,1.0,Cross
Qwen 2.5 7B,7.0,daccord,fracas-gq,1,123,0.7333333333333333,0.8055555555555555,1.0,Cross
Llama 3 8B,8.0,rte3,fracas-gq,1,123,0.6666666666666666,0.4456140350877193,1.0,Cross
Qwen 2.5 7B,7.0,rte3,fracas-gq,1,123,0.7333333333333333,0.8055555555555555,1.0,Cross
Llama 3 8B,8.0,sick,fracas-gq,1,123,0.5333333333333333,0.3627450980392158,1.0,Cross
Qwen 2.5 7B,7.0,sick,fracas-gq,1,123,0.7333333333333333,0.8055555555555555,1.0,Cross
Llama 3 8B,8.0,gqnli,fracas-gq,1,123,0.7333333333333333,0.7925925925925926,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,fracas-gq,1,123,0.7333333333333333,0.8055555555555555,1.0,Cross
Llama 3 8B,8.0,fracas-gq,fracas-gq,1,123,0.6666666666666666,0.4456140350877193,1.0,Intra
Qwen 2.5 7B,7.0,fracas-gq,fracas-gq,1,123,0.7333333333333333,0.8055555555555555,1.0,Intra
Qwen 2.5 7B,7.0,daccord,fracas-gq,1,42,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,daccord,fracas-gq,1,42,0.6,0.4126984126984127,1.0,Cross
Qwen 2.5 7B,7.0,rte3,fracas-gq,1,42,0.7333333333333333,0.8055555555555555,1.0,Cross
Llama 3 8B,8.0,rte3,fracas-gq,1,42,0.6,0.6888888888888888,1.0,Cross
Qwen 2.5 7B,7.0,sick,fracas-gq,1,42,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,sick,fracas-gq,1,42,0.5333333333333333,0.617933723196881,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,fracas-gq,1,42,0.8,0.8502673796791443,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,fracas-gq,1,42,0.6666666666666666,0.6666666666666666,1.0,Intra
Llama 3 8B,8.0,gqnli,fracas-gq,1,42,0.4,0.4074074074074074,1.0,Cross
Qwen 2.5 7B,7.0,daccord,fracas-gq,0,999,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,fracas-gq,fracas-gq,1,42,0.6,0.7083333333333334,1.0,Intra
Qwen 2.5 7B,7.0,rte3,fracas-gq,0,999,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,daccord,fracas-gq,0,999,0.5333333333333333,0.3682539682539683,1.0,Cross
Qwen 2.5 7B,7.0,sick,fracas-gq,0,999,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,rte3,fracas-gq,0,999,0.5333333333333333,0.3682539682539683,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,fracas-gq,0,999,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,sick,fracas-gq,0,999,0.5333333333333333,0.3682539682539683,1.0,Cross
Llama 3 8B,8.0,gqnli,fracas-gq,0,999,0.5333333333333333,0.3682539682539683,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,fracas-gq,0,999,0.8,0.8502673796791443,1.0,Intra
Qwen 2.5 7B,7.0,daccord,fracas-gq,0,123,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,fracas-gq,fracas-gq,0,999,0.5333333333333333,0.3682539682539683,1.0,Intra
Llama 3 8B,8.0,daccord,fracas-gq,0,123,0.5333333333333333,0.3682539682539683,1.0,Cross
Qwen 2.5 7B,7.0,rte3,fracas-gq,0,123,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,rte3,fracas-gq,0,123,0.5333333333333333,0.3682539682539683,1.0,Cross
Qwen 2.5 7B,7.0,sick,fracas-gq,0,123,0.8,0.8502673796791443,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,fracas-gq,0,123,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,sick,fracas-gq,0,123,0.5333333333333333,0.3682539682539683,1.0,Cross
Llama 3 8B,8.0,gqnli,fracas-gq,0,123,0.5333333333333333,0.3682539682539683,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,fracas-gq,0,123,0.8,0.8502673796791443,1.0,Intra
Llama 3 8B,8.0,fracas-gq,fracas-gq,0,123,0.5333333333333333,0.3682539682539683,1.0,Intra
Qwen 2.5 7B,7.0,daccord,fracas-gq,0,42,0.8,0.8502673796791443,1.0,Cross
Qwen 2.5 7B,7.0,rte3,fracas-gq,0,42,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,daccord,fracas-gq,0,42,0.5333333333333333,0.3682539682539683,1.0,Cross
Qwen 2.5 7B,7.0,sick,fracas-gq,0,42,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,rte3,fracas-gq,0,42,0.5333333333333333,0.3682539682539683,1.0,Cross
Llama 3 8B,8.0,sick,fracas-gq,0,42,0.5333333333333333,0.3682539682539683,1.0,Cross
Qwen 2.5 7B,7.0,gqnli,fracas-gq,0,42,0.8,0.8502673796791443,1.0,Cross
Llama 3 8B,8.0,gqnli,fracas-gq,0,42,0.5333333333333333,0.3682539682539683,1.0,Cross
Qwen 2.5 7B,7.0,fracas-gq,fracas-gq,0,42,0.8,0.8502673796791443,1.0,Intra
Llama 3 8B,8.0,fracas-gq,fracas-gq,0,42,0.5333333333333333,0.3682539682539683,1.0,Intra
Gemma 2 9B,9.0,sick,rte3,0,123,0.7153284671532847,0.6949069003285872,0.5018315018315018,Cross
Mistral 7B,7.0,rte3,rte3,5,42,0.5787545787545788,0.5365401952779479,1.0,Intra
Gemma 2 9B,9.0,gqnli,rte3,0,123,0.7153284671532847,0.6949069003285872,0.5018315018315018,Cross
Mistral 7B,7.0,sick,rte3,5,42,0.575091575091575,0.5337948070742256,1.0,Cross
Gemma 2 9B,9.0,fracas-gq,rte3,0,123,0.7153284671532847,0.6949069003285872,0.5018315018315018,Cross
Mistral 7B,7.0,gqnli,rte3,5,42,0.5787545787545788,0.5431558496518294,1.0,Cross
Gemma 2 9B,9.0,daccord,rte3,0,42,0.7062937062937062,0.6774603174603174,0.5238095238095238,Cross
